text,date,from
"Article 13 of The Universal Declaration of Human Rights:<br>1. Everyone has the right to freedom of movement and residence within the borders of each State.<br>2. Everyone has the right to leave any country, including his own, and to return to his country.",20201219,Independent
tragic comedy...in the allied nations...ridden with cancer as Trojan Horse after Trojan Horse keeps arriving unchecked...,20201219,Independent
Run for your lives!! A new &#39;variant&#39; coming  Boris is the real Virus,20201219,Independent
why people allowed to be locked in house arrest and wear muzzle like a dog? All cause bad flue? wake up and look around more people die from cancer and untreated conditions than from this stupid covid 19.,20201219,Independent
🍉 with hairs,20201219,Independent
"\". . . End  COVID-19 … Now.  Directory of  Doctors curing   thousands  of  outpatients … fast.   <a href=\"\"https://www.exstnc.com/\"\">https://www.exstnc.com</a>\"",20201219,Independent
"\"Lets discuss all the  SEWAGE  dumped in England&#39;s   Waterways   ......     MERRY  FRICKEN  CHRISTMAS  MURICA  <a href=\"\"https://youtu.be/_udTIEkfPt4\"\">https://youtu.be/_udTIEkfPt4</a>\"",20201219,Independent
2020 the year scarecrow hair became a thing,20201219,Independent
Hey mr johnson having a bad hair day ??,20201219,Independent
Someone tell me. My theory is that the supposed tier 4 areas are all the poorest areas and areas with more immigrants and non white people . Am I right ?,20201219,Independent
Hahahahaha do people actually believe this shit ?,20201219,Independent
"\"MSM / BiT / SAGE &amp; the govt of occupation are culpable in causing Stockholm syndrome within the UK populace &amp; will be held accountable for their actions. <a href=\"\"https://www.bitchute.com/video/akE3uenqTfOj/\"\">https://www.bitchute.com/video/akE3uenqTfOj/</a> <a href=\"\"https://www.bitchute.com/video/5P2lr0ifc77S/\"\">https://www.bitchute.com/video/5P2lr0ifc77S/</a> <a href=\"\"https://www.youtube.com/watch?v=hJvQoTEdy-s\"\">https://www.youtube.com/watch?v=hJvQoTEdy-s</a> <a href=\"\"https://www.bitchute.com/video/elCAdH9rst4X/\"\">https://www.bitchute.com/video/elCAdH9rst4X/</a> <a href=\"\"https://www.express.co.uk/news/uk/1356770/Coronavirus-lockdown-statistics-chris-whitty-patrick-vallance\"\">https://www.express.co.uk/news/uk/1356770/Coronavirus-lockdown-statistics-chris-whitty-patrick-vallance</a> <a href=\"\"https://www.facebook.com/Breesmedia/videos/675925713325619\"\">https://www.facebook.com/Breesmedia/videos/675925713325619</a> <a href=\"\"https://www.facebook.com/emmakennytv/videos/366493191335827\"\">https://www.facebook.com/emmakennytv/videos/366493191335827</a> <a href=\"\"https://consentfactory.org/2020/10/13/the-covidian-cult/?blogsub=pending#subscribe-blog\"\">https://consentfactory.org/2020/10/13/the-covidian-cult/?blogsub=pending#subscribe-blog</a> <a href=\"\"https://www.youtube.com/watch?v=ZnpnBYgGARE&amp;feature=youtu.be\"\">https://www.youtube.com/watch?v=ZnpnBYgGARE&amp;feature=youtu.be</a> <a href=\"\"https://www.facebook.com/yaliberty/videos/4653729178031272\"\">https://www.facebook.com/yaliberty/videos/4653729178031272</a> <a href=\"\"https://www.youtube.com/watch?v=YvYzf0MqObg&amp;feature=youtu.be\"\">https://www.youtube.com/watch?v=YvYzf0MqObg&amp;feature=youtu.be</a> <a href=\"\"https://www.facebook.com/DispatchesC4/videos/1040963966345010\"\">https://www.facebook.com/DispatchesC4/videos/1040963966345010</a> <a href=\"\"https://www.bitchute.com/video/XO6FwKcpenlm/\"\">https://www.bitchute.com/video/XO6FwKcpenlm/</a> <a href=\"\"https://www.bitchute.com/video/BRwlwrOkVW5g/\"\">https://www.bitchute.com/video/BRwlwrOkVW5g/</a> <a href=\"\"https://markcrispinmiller.com/2020/11/the-greatest-hoax-ever-perpetrated-on-an-unsuspecting-public-dr-roger-hodkinson-cambridge-trained-pathologist-blasts-covid-measures-as-outrageous-in-a-private-meeting-with-canadian-offici/\"\">https://markcrispinmiller.com/2020/11/the-greatest-hoax-ever-perpetrated-on-an-unsuspecting-public-dr-roger-hodkinson-cambridge-trained-pathologist-blasts-covid-measures-as-outrageous-in-a-private-meeting-with-canadian-offici/</a> <a href=\"\"https://www.youtube.com/watch?v=nuDQ_3g53qc\"\">https://www.youtube.com/watch?v=nuDQ_3g53qc</a> <a href=\"\"https://www.youtube.com/watch?v=-43pjRwkVMU\"\">https://www.youtube.com/watch?v=-43pjRwkVMU</a> <a href=\"\"https://healthtruth.info/we-need-to-focus-on-the-immune-system-in-the-next-virus-season/\"\">https://healthtruth.info/we-need-to-focus-on-the-immune-system-in-the-next-virus-season/</a> <a href=\"\"https://www.youtube.com/watch?v=kMWBjWQrmfU\"\">https://www.youtube.com/watch?v=kMWBjWQrmfU</a> <a href=\"\"https://www.facebook.com/photo?fbid=10157599457638038&amp;set=a.10151623297468038\"\">https://www.facebook.com/photo?fbid=10157599457638038&amp;set=a.10151623297468038</a> <a href=\"\"https://www.rt.com/op-ed/507937-covid-pcr-test-fail/\"\">https://www.rt.com/op-ed/507937-covid-pcr-test-fail/</a> <a href=\"\"https://lockdownsceptics.org/pcr-based-covid-testing-has-failed-us/\"\">https://lockdownsceptics.org/pcr-based-covid-testing-has-failed-us/</a> <a href=\"\"https://cormandrostenreview.com/report/\"\">https://cormandrostenreview.com/report/</a> <br><a href=\"\"https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/940565/Information_for_Healthcare_Professionals_on_Pfizer_BioNTech_COVID-19_vaccine.pdf\"\">https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/940565/Information_for_Healthcare_Professionals_on_Pfizer_BioNTech_COVID-19_vaccine.pdf</a> <a href=\"\"https://2020news.de/en/dr-wodarg-and-dr-yeadon-request-a-stop-of-all-corona-vaccination-studies-and-call-for-co-signing-the-petition/\"\">https://2020news.de/en/dr-wodarg-and-dr-yeadon-request-a-stop-of-all-corona-vaccination-studies-and-call-for-co-signing-the-petition/</a> <a href=\"\"https://www.bitchute.com/video/nrYQCTwgXa8z/\"\">https://www.bitchute.com/video/nrYQCTwgXa8z/</a> <br><a href=\"\"https://www.youtube.com/watch?v=y-QQdheISPI\"\">https://www.youtube.com/watch?v=y-QQdheISPI</a> <a href=\"\"https://off-guardian.org/2020/11/17/covid19-evidence-of-global-fraud/\"\">https://off-guardian.org/2020/11/17/covid19-evidence-of-global-fraud/</a> <a href=\"\"https://www.bitchute.com/video/2Rp31vWUJgMO/\"\">https://www.bitchute.com/video/2Rp31vWUJgMO/</a> <a href=\"\"https://www.thelondoneconomic.com/politics/bmj-lashes-out-at-uk-state-corruption-and-suppression-of-science/16/11/\"\">https://www.thelondoneconomic.com/politics/bmj-lashes-out-at-uk-state-corruption-and-suppression-of-science/16/11/</a> <a href=\"\"https://www.youtube.com/watch?v=UQrzkZVMRpY\"\">https://www.youtube.com/watch?v=UQrzkZVMRpY</a>\"",20201219,Independent
"Politicians cannot stop themselves. Nearly a year of lockdowns &amp; masks and the WHO still think it&#39;s the answer. Promises have come and gone and no one challenges the failed scientific plans that have resulted in 1.6m dead. The scientists stand by the cliff while the politicians push the public over the edge while gleefully filmed by the media.  The politicians, scientists and media are the modern day Oppenheimer; they have become death, the destroyer of worlds. There were 300+ Coronaviruses in one bat population. This cannot be the plan. STOP THE LOCKDOWN NOW! The military must now take over and break the chain.",20201219,Independent
Was it Shakespeare that said you shall not march us silently with our eyes closed into the dark tyranny of night prine minister 🤔 lol,20201219,Independent
Who has the worst hair Johnson or Trump?  Please leave your answers below and include humor.,20201219,Independent
YOUTUBE SHOULD BE ASHAMED; WATCHING WHAT IS QUITE AN IMPORTANT LIVE ANNOUNCEMENT FROM  THE PRIME MINISTER AND SUDDENLY IT IS CUT OFF FOR AN ADVERTISMENT; THIS HAS HAPPENED FOUR TIMES DURING THIS SPEECH!!,20201219,Independent
We NEVER get to see these sodding slides?!?!?!,20201219,Independent
Overwhelmed? The hospitals near me are quieter than ever!,20200416,SUN
I am just saying thanks to the NHS for helping and I don&#39;t want to go back to school but I want to go on holiday,20200416,SUN
"Bruh, people are not saying at home, lockdown has failed in every sense.",20200416,SUN
Why UK has the least recoveries  when compared to other similarly affected countries?,20200416,SUN
"From where I am sitting it would appear that the public lockdown is almost certain to morph into a greater threat than the disease it was meant to curb. Someone should tell the Politicians that without small business the economy will tank and small business cannot afford to wait months for an arbitrary decision from whatever ego-tripping so called expert shouts loudest.I suspect that many businesses have days or at most a few weeks to recover and if they go down they could very well take the Country with them. An early decision must be made as to when to resume normal working or as near as possible under the circumstances. No decision, by kicking the can down the road, is a recipe for an outcome that I do not wish to contemplate in my worst nightmare.",20200416,SUN
I wish uber eats was available. I be craving McDonald’s everyday bro.,20200416,SUN
stop with the distraction we want Epstein scandal  and all the peados on trial and imprisoned... bet yall forgot about that...,20200416,SUN
"I feel like the damage from lock down is doing more harm to peoples lives than the virus itself. The damage to peoples mental health, the loss of jobs, damage to the economy, increase in child abuse and domestic abuse, increase in depression, the increase in suicide during after all this, missed family moments and people being isolated from friends and family all have direct negative impacts on peoples lives. <br> I know we need to protect the NHS but at what cost? <br> I haven&#39;t got the answer and i&#39;m glad i don&#39;t have to make it.",20200416,SUN
"Remember people who die with COVID-19 are not necessarily dying from COVID-19. In fact in the UK according to our dutiful puppets in the NHS administration people don&#39;t die of anything else anymore! Hit by a car? Well if they test you and you have Flu Antibodies then sorry but your Death Certificate will say you died of COVID-19 and the insanely stupid media will report it as such because today even the media are not fit for purpose as they no longer investigate and then report. They simply get information handed to them which they don&#39;t bother checking and just print.<br><br>We are dealing with a Permanent Government that only in 2001 slaughtered over 13 million livestock because the same old places like The Imperial College of London told them that although only 1% of that population had suffered with Foot and Mouth and although the disease is 100% curable the answer was a Animal Holocaust and then to burn the carcasses on a Pyre so the disease would catch in farms over 30 miles away and that&#39;s exactly what they did. Of course the numbers suddenly stopped, at least according to the not fit for bog roll media, the very same month Blair was up for Re-election. Talk about convenient right? And do you know how much that cost the taxpayer? Over £200 billion and they gave the famers affected including the 69 or so farmers who committed suicide £1.8 billion across over 9000 farms! <br><br>So was Foot and Mouth real? It is a real disease yes however it is curable but the Permanent Government were given an EU directive and that was to weaken the UKs agriculture by any means necessary because the EU wants the UK to be the hub of Finance and Tourism which i&#39;m sure you&#39;ll agree are totally useless things in a crisis however it would make the UK a lot more dependent on the EU for its produce. This is one disgusting Government we have in power today and i&#39;m not taking about the left vs right BS. I&#39;m talking about the Mark Sedwills and Ollie Robbins of the Permanent Government you can never remove and are never elected.",20200416,SUN
Destroying generations through lockdown... I wont be clapping this evening.,20200416,SUN
How come the 2 nurses that helped Boris are not registered anywhere? How come government owned The Sun does not investigate any real news ?,20200416,SUN
This imprisonment of the nation and crashing the economy will cost more lives than Cov19,20200416,SUN
The Lockdown must continue until this virus stops killing people...,20200416,SUN
The Chinese have a LOT to answer for. <br>This is the THIRD pandemic to occur from them.,20200416,SUN
[&quot;Freemasonary at its worst&quot;],20200416,SUN
There’s so much hypocrisy lying and fear spreading of this outbreak. I mean all the higher ups and the wealthy get a free pass and are seen to yet the rest of us are treated like a joke nothing is being done rightly until the fatalities build up,20200416,SUN
"End the lockdown. Its killing our economy, other countries have lifted or not had one at all. Its crippling Britain..",20200416,SUN
Time to start rioting I guess,20200416,SUN
The Sun is the worst news paper ever printed.,20200416,SUN
Further proof of why I dont trust the media and politicians it&#39;s all lies. This is simply not good enough.,20200416,SUN
He looks like he just finished putting the crops for spring time in the village area. And this is the person who is the leader of the UK.,20210215,Guardian
Boris Johnson now my favourite Bag Lady.,20210215,Guardian
I just became a millionaire yesterday and i feel ecstatic not gonna lie. just throwing this out there in the oblivion of the internet for no reason,20210215,Guardian
..The educated people out there might want to put <b>&#39;Population and Development Colombo Conference&#39;</b> into their search engine and read the 1979 government archive.<br>Population control and the mention of a &#39;contraceptive vaccine&#39; is most interesting...,20210215,Guardian
And yet we still haven&#39;t seen Boris having the jab......,20210215,Guardian
what happened to &#39;irreversible&#39; what a scam!,20210215,Guardian
"Is not just the people that need to return the one spreading the virus..  I can’t afford the prize of the hotel to return home. Let’s be freeeeee to quarantine in our homes. I think this .Is all business.. Intead I could be track.. with a device.. like a prisoner... To  pay, and eat  what I don’t want for a  place that I don’t want to be, does not feel like a free option.",20210215,Guardian
I wish he&#39;d have the eyelid lift! His lids are giving me anxiety! 😳😬,20210215,Guardian
Cautious?<br>So NOT putting all people coming from high risk areas of the world into proper quarantine right at the start... how did that work out?<br>So NOT  taking it seriously at the beginning and just pretending it would all go away... how did that work out?<br>So NOT having a proper quarantine and merely having a wishy washy partial quarantine laughably called a lockdown... how is that working out?,20210215,Guardian
He learns nothing from his past mistakes. It&#39;s like letting a thick puppy run the country.,20210215,Guardian
"\"Coronavirus – latest updates ► <a href=\"\"https://www.theguardian.com/world/series/coronavirus-live/latest\"\">https://www.theguardian.com/world/series/coronavirus-live/latest</a>\"",20210215,Guardian
Why does he wear his tie inside of the shirts? 🤷‍♀️,20210215,Guardian
"Shut up Bojo . The data says masks and lockdowns don’t work.  We have another version of flu, and you are busy destroying the lives of children. Resign!",20210215,Guardian
"The rural veterinarian superiorly depend because ukrainian astonishingly describe vice a strange turnip. jobless, colossal reindeer",20210215,Guardian
This guy looks crazy.,20210215,Guardian
They are introducing (C)ertificate (O)f (V)accination .I.D to now travel internationally and <br>domestically enter cinemas (for now). Meantime I asked the man digging holes at the graveyard and he says its been a quiet year and he doesn&#39;t understand all the fuss is about.<br>We are being played like a violin!,20210215,Guardian
Don&#39;t mean to be rude but he&#39;s looking a tad....,20210215,Guardian
just resign already boris ... at this point my cat could run the country better than you and hancock,20210215,Guardian
what a matt hancock!,20210215,Guardian
This man&#39;s father Stanley Johnson wrote a book in 1982 about &quot;the Virus&quot;...  Boris Johnson is part of the problem.,20210215,Guardian
Lockdown while people going to school and work it’s not lockdown it’s just a normal day,20201031,Guardian
"So we can’t see our family, but we can stand next to strangers at school. Wow, that makes sense...",20201031,Guardian
whats the point in lockdown if schools arent closing bro,20201031,Guardian
"I can’t see my family, HOWEVER I can see another 1000 people the next day I’m the same bulding 😃",20201031,Guardian
"Stay at home, go to work.  Go to school but stay at home.  Don&#39;t use public transport  but go to work.  Travel across the Channel in a dinghy but wear a mask",20201031,Guardian
WHERE IS THE RESISTANCE,20201031,Guardian
"Tesco,Lidl,Sainsbury,and other biggest corporations are free from covid 19 but small business yes hahahaha. Someone sed- no corruption in England hahahaha",20201031,Guardian
I can’t believe. I am going to a building everydays for 6 hours straight. Containing upto 1000+ people in it whilst there is a global pandemic around. Wow grape 🍇,20201031,Guardian
This is more confusing than the X-men timelines,20201031,Guardian
Well I guess I’m losing the new job at Halfords which I haven’t started yet. F Boris.,20201031,Guardian
Will no one rid me of this turbulent scarecrow,20201031,Guardian
This government is a joke what is the point for real what is the point . My school doesn’t even let us wear masks in the class and half of my year has been knocked out cause Of this virus. I’m in year 10 and I can say it with confidence that this government doesn’t care about this community only itself,20201031,Guardian
How is this guy still alive?,20201031,Guardian
"One month? Don&#39;t see how it&#39;s going to control the &quot; virus &quot;   and make a difference. When the first lockdown failed, world wide.",20201031,Guardian
<b>someone makes an educated well made point criticising the government</b><br><br>borris: frantically searches through the papers infront of him<br><br>“ah well um yes economy uh importance nhs uh yes”,20201031,Guardian
Dose  Boris Johnson not know it thrives in high school and schools anyways ist not an lockdown lockdown is when what we had in April,20201031,Guardian
"According to the Government, as soon as you put on a school uniform, your are immortal.",20201031,Guardian
How is he keeping schools open Half the cases are from schools😂😂,20201031,Guardian
Feels like a prison camp. Allowed out to exercise once a day. Goodness sake. Enough is enough.,20201031,Guardian
Something is telling me this is got nothing to do with the virus anymore,20201031,Guardian
This new YouTube comment section hidden is highly annoying 🤦🏼‍♂️🤖,20200430,SUN
"Big boris know&#39;s, he can&#39;t even look at us",20200430,SUN
"lies damn lies and statistics ,Does anyone believe China&#39;s or russia&#39;s death figures ?",20200430,SUN
Does any one still believe in this pantomime.,20200430,SUN
It like boris and Donald are in a competition to see who can get the highest death toll.,20200430,SUN
India&#39;s population is 1.4 bill. <br>They have had 1100 deaths.<br>No mention of any overloading hospitals. <br><br><br><br><br><br><br>Ok iluminati you win this one,20200430,SUN
Clearly all deaths including deaths from other causes are all Covid-19 deaths. The good news is I see more and more that appear to be waking up to the fact that this is ridiculous,20200430,SUN
How he sleeps at night is beyond me your lies will be accounted for sir in this life and the next,20200430,SUN
"People have started to wake up, this can only be pushed so far.",20200430,SUN
Blind belief in authority is the enemy of truth.,20200430,SUN
"Not many UK terrorist attacks though while this has been going on, to be fair. Swings and roundabouts.",20200430,SUN
"And fewer people going to A&amp;E, fewer operations for cancer people left to die at home, oh yes it&#39;s been a great success.",20200430,SUN
"not blaming anyone but the speed which these figures come out, logistically how are they arrived at",20200430,SUN
"Now after Boris Johnson attended the birth of his new son, are all new fathers allowed to do the same?...",20200430,SUN
Nobody dies of heart attack or Cancer anymore.,20200430,SUN
Who else hates the new comments layout,20200430,SUN
"yes open schools. That way that can completely stop social distancing and we can shake hands, cough at each other! it will be fine! 😐",20200430,SUN
"&#39;second only to US&#39;<br>Wrong. the UK has the third highest death rates, behind Italy and the US. And that&#39;s only confirmed deaths from confirmed cases.",20200430,SUN
Is it me or has Boris gained weight while he&#39;s been suffering?,20200430,SUN
"Unfortunately,  we will have to wait until Netflix does a series showing it&#39;s a scam before the masses wake up.",20200430,SUN
Suspicious that there was no mention of the Great Reset,20210630,BBC
Rather than talking about the main anti lockdown arguments BBC jumps on a fringe group and edits them to make them look bad. This is not journalism.,20210630,BBC
Where is the repetetive injecting of citizens with useless &quot;vaccinations&quot; movement headed?,20210630,BBC
"I think this pandemic has taught people the importance of multiple streams of income, unfortunately having a job doesn&#39;t mean security rather having different investments is the real deal.",20210630,BBC
The 77th Brigade is going to have a field day in this comment section,20210630,BBC
Was booster jabs this year a conspiracy as well ? No travel unless had vaccine update  issue 1.0.2,20210630,BBC
The BBC deserves about as much respect as those child molesters who actually run it.,20210630,BBC
When the media says conspiracy theory they are just trying to squash any other narratives,20210630,BBC
BBC are harassing the elderly again for yet more propaganda funds.  Cancel the licence fee!  Two thirds of the UK population now want it abolished.,20210630,BBC
"I&#39;m nervous AF,but I&#39;m going to continue to HODL and TRADE. Billionaires ain&#39;t going to scare me out of the market when the fundamentals of the crypto market are strong",20210630,BBC
"Wow, British are actually angry…",20210630,BBC
"\"One of the BBC&#39;s top donors is no other than the soon to be defunct Bill and Melinda Gates foundation: <a href=\"\"https://www.bbc.co.uk/mediaaction/about/funding\"\">https://www.bbc.co.uk/mediaaction/about/funding</a>\"",20210630,BBC
"There’s been x3 Million Marches - each one larger than the last. Ignore them at your peril, Boris.",20210630,BBC
Only took 5 days to edit,20210630,BBC
"There has to be pushback against increasing government power, no other way to maintain healthy balance between state and society",20210630,BBC
How would the world be if people back then had reacted to Poliomyelitis as nowadays people are reacting to covid19!,20210630,BBC
"Setting an example of civil disobedience movement.  anti  lockdown  activist will   uprise against  suppression.,",20210630,BBC
"Imagine being rich, being too lazy and ignorant to come to even the slightest agreement. Let’s petition to fire the government or take from their pocket",20210630,BBC
If it &#39;s so bad how come we had wembly lol,20210630,BBC
BBC interviewing people they have vetted beforehand that serves the narrative. Frame them to sound unhinged but feasible enough to not be outright crazy. More reputation self destruction from the STATE broadcaster.,20210630,BBC
Merry Covid-19 everyone.,20201219,BBC
"Someone forgot to disable the comments, clearly.",20201219,BBC
"Let&#39;s see how many politicians, celebrities and news broadcasters follow these rules the same as we all have to.",20201219,BBC
"So hold on a minute. For weeks we were being told we can have 3 households mixing together during the week of Christmas, so they buy all their presents, and enough food for 3 families plus their bubbles, which is a lot of money and a lot of people, only to be told with less than a week to go that they can no longer spend Christmas together? The presents you can send, but Christ, all that money on food GONE. My family and I are in the South West so it doesn&#39;t affect me one bit, but that doesn&#39;t mean I can&#39;t see the clear foul play towards other families.",20201219,BBC
"Its funny how schools can stay open along with work places, colleges and &quot;essential&quot; shops and you can mingle with strangers everyday but the weekend, but you can&#39;t mingle with your own family 😂😂",20201219,BBC
The amount of elderly people that will be alone is heartbreaking 💔,20201219,BBC
Who wants to spend christmas day in Wuhan? Things there are perfectly normal now.,20201219,BBC
I just threw out my TV out the window. No more paying for bullshit. That was fun!,20201219,BBC
Boris may as well said. &quot;Merry Christmas you filthy animal&quot;,20201219,BBC
"I complied in march, I stayed indoors, I kept away from my children, my grandchildren, I believed I was saving everyone, 9 months later of lockdowns, tier restrictions etc..... something is wrong, and it&#39;s not not me and the commen man......I&#39;m heartbroken 😖",20201219,BBC
Hope he gets three ghosts turning up on Christmas eve .,20201219,BBC
Interesting they waited till all the christmas shopping has been done. Glad the big box stores are having a great christmas.,20201219,BBC
Sad to think about the people literally dying alone over these past months without seeing family.,20201219,BBC
Not once have BBC challenged government coved policy. The corruption is immense.,20201219,BBC
Lets see them try and run 18 million court cases for covid fines,20201219,BBC
"FUNNY HOW I CAN MIX WITH COLLEAGUES AT WORK BUT CANNOT SEE MY FAMILY<br>I DECIDED TO RESIGN FROM MY JOB TO SEE MY OWN FAMILY INSTEAD, SAFER THAN GOING TO WORK",20201219,BBC
"This is betrayal. So many families already in tight situations are promised a good Christmas, and everyone prepares, goes shopping, buys food and most of all looks forward for the family to come over, and then the moment we finish tier 4 gets announced, a system brought from nowhere. This is pure and utter fraud. The amount of money that will go wasted for millions of families will only put people in worse financial situations. This is a completely sickening thing put in place, they might as well have taken money from our pockets. The worst part is I can Imagane the MPs being with their family. My god this government is sick.",20201219,BBC
"Nothing dramatic about it, everyone knew he would do this because he lies all the time and can&#39;t stand facing parliament questions...",20201219,BBC
Yet I worked all through these two lock downs suffered illnesses and yet my Christmas is cancelled but I still have to go to work tomorrow and deal with hundreds of people. F. Off!,20201219,BBC
"<b>Remarkable there&#39;s not a moment of footage from these overflowing Hospitals, battling the pandemic</b>",20201219,BBC
"In case anyone hasn&#39;t realised yet, this was never about protecting us against a virus.",20210603,BBC
Whoever holds the “data” holds the nation by bollocks.,20210603,BBC
April 2020: &#39;3 weeks to flatten the curve&#39;<br>June 2021: &#39;Papers Please&#39;,20210603,BBC
"People are dying form many illnesses, starving, homeless, being abused, murdered, losing jobs, businesses and people are moaning about not being able to go away for a break. Get a grip, have a break on your comfy sofa and realise how lucky you are!",20210603,BBC
Great context.everyone needs more than there salary to be financially stable.the best thing to do with your money is to invest it rightly.because money left for saving always end up used with no returns.i started investing in Bitcoin mid November 2020 with the help of a well-known- professional Zachary Bryan Roy manure and the profit entirely Business only 🇱🇷,20210603,BBC
<b>The definition of negligence is having information that could save lives but doing nothing with that information.</b>,20210603,BBC
"The people who complied with this nonsense back in 2020 - the people who said anyone who didn&#39;t comply was a conspiracy theorist or &quot;covidiot&quot; - are the ones responsible for this. You never get your freedoms back once you hand them over! <br>Thanks, mugs!",20210603,BBC
Headline :  ‘More tests have created fake cases to keep people prisoners’,20210603,BBC
"I enjoyed your video, i am actually tired of worrying about stock and stuff.... It&#39;s driving me nuts these days I think crypto investment is far better than stocks",20210603,BBC
Because of the economic crisis and the rate of unemployment now is the best time to invest and make money 💯,20210603,BBC
"Wake up sheeple, this is NEVER going to end.",20210603,BBC
I haven’t been on a vacation in nearly 10 years. I can’t afford anything on £313 a month.,20210603,BBC
"What is even more insulting, is the jimmy savile corporation propagandists acting shocked as if they didn&#39;t already know this was the plan.",20210603,BBC
IT&#39;S A TRAP!,20210603,BBC
People will be kicking themselves in few weeks if they miss the opportunity to buy and invest in Bitcoin as it&#39;s retracing....BE WISE,20210603,BBC
"I think it must surely be dawning on  the masses that this is it now . If it was not for furlough it would have never got to this stage , be a revolt world wide .  It was planned out and very clever tbh",20210603,BBC
"ROCKEFELLER, LOCKSTEP. EVENT 201. THE GREAT RESET. THE NEW “NORMAL.”",20210603,BBC
"This is a cover for financial, political or geopolitical objectives that have nothing to do with public health",20210603,BBC
They are determined to keep the UK locked in......,20210603,BBC
"This how they are trying to get people to get the jab, by locking them down over and over again until their spirits are broken and they get the jab. Resist at all costs.",20210603,BBC
Well if you can only catch it after 10pm I do hope the virus doesn&#39;t get confused when the clocks go back next month  😨,20200922,Guardian
This virus is so intelligent it targets specific times and is also empathetic cos it avoids schools🥺,20200922,Guardian
As people we need to put all our differences to one side quick and stand up to this.,20200922,Guardian
No gathering for more than 6 people<br>Colleges and schools: WELCOME BACK,20200922,Guardian
Let us see the suicide numbers compared to the coronavirus deaths,20200922,Guardian
Like ya cut g,20200922,Guardian
Guy Fawkes was a legendary hero.,20200922,Guardian
rich people messing up the lives of the poor as normal,20200922,Guardian
At 9:59 pm everybody&#39;s rushing to get out the pub before the virus turns up!,20200922,Guardian
Youtube: Event 201  This was planned,20200922,Guardian
getting your instructions now from the Rothchilds!???,20200922,Guardian
Stop making policy over &quot;cases&quot; - that&#39;s an extremely broad term.,20200922,Guardian
"SICK OF HEARING ABOUT COVID, THERE SHOULD BE AN IMMIDIATE  ENQUIRY ABOUT THE WHOLE FIASCO.",20200922,Guardian
Stop lying,20200922,Guardian
why did i vote for this man? never again,20200922,Guardian
is he for real? why do we the british public allow these dictators to continue??,20200922,Guardian
We are all prisoners,20200922,Guardian
Who is arguing for “a permanent lockdown”?,20200922,Guardian
David Icke said 6 months ago that there would be a 2nd lockdown from October 1st to end of March - Just saying,20200922,Guardian
A day of reckoning is coming,20200922,Guardian
In a weeks time they will be bitching about schools being open smh,20210222,BBC
my mental health during online schooling: 📈<br>my mental health during actual school: 📉,20210222,BBC
Testing and face masks are not compulsory in schools as stated on the gov website. So stop miss informing the public!,20210222,BBC
Ok i guess we&#39;re ready for another new strain now then.,20210222,BBC
Every british parent and teacher must refuse to enter a school building. Health tyranny.,20210222,BBC
There sending us back to school with so many other people but then we can’t see our own family we love the government,20210222,BBC
"Why are you lying again, BBC? The tests are not compulsory, for the present at least, as mandatory medical intervention would be in breach of international law.",20210222,BBC
"The whole upcoming generation is already screwed. Their mental health is tarnished and I suspect they will never return to “normal”. They’ve probably forgotten what normal even is or was at this point. Even if schools reopen, don’t expect them to take it very seriously. The government has already proven to the students and staff that school isn’t essential.",20210222,BBC
We’re never gonna get back to normal if the government  keeps releasing lockdowns too early they’re actually stupid,20210222,BBC
Why are we forcing kids to wear masks that do not work?<br>Why are we testing kids twice a week with tests that are not fit for purpose?,20210222,BBC
Summer holidays will never feel the same again,20210222,BBC
"Good luck! Hopefully, the cases do not spike and everything is closed again in April or May",20210222,BBC
"Compulsory??? LIES, LIES, LIES.<br>Parents, are you actually that benumbed?!",20210222,BBC
"More lies from the BBC, the tests are not compulsory. Why haven’t You Tube taken down this misinformation?",20210222,BBC
My children are being home schooled from now on.,20210222,BBC
And this is another reason why we will always be in lockdown!,20210222,BBC
I do not consent to my child having anything... We’ve all seen over the past year how the ‘thin end of the wedge’ strategy works. Foxtrot Oscar!,20210222,BBC
"Welp, there goes my mental health :)",20210222,BBC
Compulsory testing?? This is the first part of introducing compulsory testing to be allowed to go anywhere outside our homes!!,20210222,BBC
sorry but they’re not forcing a swab up my nose and down my throat. if they refuse to let me in then so be it 😭 i’ll learn from home,20210222,BBC
"Let&#39;s have a bet Boris Johnson, of £ 2000  this is not going to be the last lockdown in the UK. <br><br>If I win, kindly transfer the amount to my bank account 👍🤣",20210215,Guardian
"His nose is growing visibly as he speaks, clear off to the  house of lords",20210215,Guardian
There shud neva have bin a first,20210215,Guardian
Lies Lies and More Lies.,20210215,Guardian
&quot;We want&quot; our promised unicorns.,20210215,Guardian
Donald Johnson...haha,20210215,Guardian
are we heading towards a May Day celebration?,20210215,Guardian
"Effin liar! Lockdowns and the covid &quot;crisis&quot; are the only things keeping him in a job! When his puppetmasters are done with him, he&#39;ll be gone!",20210215,Guardian
I&#39;m told he drinks all night,20210215,Guardian
These are just treacherous globalist puppets carrying out their orders. <br>We have no government.,20210215,Guardian
"Clearly isn’t the last 😭🤡 <br>Schools are opening soon , cases and deaths will rise .<br>They will then shut schools and start another lockdown before summer",20210215,Guardian
